job_id,title,company_name,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,label,source,source_url,is_indian_market
india_scam_86,"Urgent Hiring - Wanted Quality, Production Department For Leading MNC Companies",Confidential Placement Partner,"Chennai, Coimbatore",Production/Manufacturing/Maintenance,"1,25,000 - 2,25,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Wanted Quality, Production Department For Leading MNC Companies across Chennai, Coimbatore. The company guarantees fast joining, flexible work from home, and salary up to 1,25,000 - 2,25,000 PA.. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. Salary, CNC Programming, Mechatronics, Automobile Production, Auto Cadd, Maintenance, B.Tech, Design, Aeronautical, Production, creo, Mechanical Engineering, VMC Programming, Quality Control",,0,0,0,Full-time,0 - 1 yrs,Any Graduate,"Automobile, Auto Anciliary, Auto Components","Production , Manufacturing , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_87,Urgent Hiring - Principal Data Scientist,Novartis,Hyderabad,Recruitment,4-8 LPA,Fast-track recruiting partner claiming India-wide urgent openings.,Immediate openings for Principal Data Scientist. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Hyderabad and the expected package is 4-8 LPA.,"WhatsApp and Telegram communication only; no official company email required. python, r",,0,0,0,Full-time,7 - 11 years,bachelor master,Data Science and Analytics,Data Scientist,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_88,Urgent Hiring - Business Analyst,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Recruitment,5-10 LPA,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for Business Analyst in Gurgaon/Gurugram. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around 5-10 LPA.,"Interview confirmation depends on a refundable document verification charge. python, excel",,0,0,0,Full-time,6 - 11 years,bachelor master phd,Data Science and Analytics,Data Analyst,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_89,Urgent Hiring - User Experience & Development Engineer Trainee,Confidential Placement Partner,Hyderabad,Programming & Design,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for User Experience & Development Engineer Trainee in Hyderabad. Selected applicants can start immediately after a short WhatsApp screening. Compensation is Not Disclosed by Recruiter. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. Graphics, Illustrator, Interaction design, Animation, HTML, Photoshop, Adobe, Digital marketing, CSS3, Scripting",,0,0,0,Full-time,2 - 5 yrs,Any Graduate,"KPO, Research, Analytics","IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_90,Urgent Hiring - Digital Media Analyst,Confidential Placement Partner,Chennai,Online/Digital Marketing,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Digital Media Analyst across Chennai. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. Analyst, digital media, PPC, marketing initiatives, Google AdWords, Statistics, data analyst, communication skills",,0,0,0,Full-time,0 - 0 yrs,Any Graduate,"KPO, Research, Analytics","Marketing , Advertising , MR , PR , Media Planning",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_91,Urgent Hiring - UI Developer / Magento Developer for US Global Leader - Mumbai,Confidential Placement Partner,Mumbai,Programming & Design,"7,00,000 - 17,00,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Immediate openings for UI Developer / Magento Developer for US Global Leader - Mumbai. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Mumbai and the expected package is 7,00,000 - 17,00,000 PA..",WhatsApp and Telegram communication only; no official company email required. magento,,0,0,0,Full-time,3 - 8 yrs,Any Graduate,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_92,Urgent Hiring - Credit Research Analyst - Indian Market - BFSI,Confidential Placement Partner,Mumbai,Corporate Banking,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for Credit Research Analyst - Indian Market - BFSI in Mumbai. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around Not Disclosed by Recruiter.,"Interview confirmation depends on a refundable document verification charge. Credit Analysis, Credit Risk, Credit Research, CFA",,0,0,0,Full-time,4 - 7 yrs,Any Graduate,"Banking, Financial Services, Broking","Financial Services , Banking , Investments , Insurance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_93,Urgent Hiring - Power Electronics - Junior Engineer,Confidential Placement Partner,"Vadodara, Mumbai",Programming & Design,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for Power Electronics - Junior Engineer in Vadodara, Mumbai. Selected applicants can start immediately after a short WhatsApp screening. Compensation is Not Disclosed by Recruiter. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. EMI, Claims, Simulation, Control system, thermal, Power electronics, EMC testing, SMPS, MATLAB, Technical documentation",,0,0,0,Full-time,1 - 3 yrs,Any Graduate,"Construction, Engineering, Cement, Metals","IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_94,Urgent Hiring - Admin Executive,Confidential Placement Partner,Chandigarh,Administration/Facility Management,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Admin Executive across Chandigarh. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. English, MS Office, admin executive, Billing, Stock inventory, Writing, Office management, Management, Business Executive, Application",,0,0,0,Full-time,2 - 5 yrs,Any Graduate,"IT-Software, Software Services","HR , Recruitment , Administration , IR",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_95,Urgent Hiring - Back Office Executive,Confidential Placement Partner,Chennai,Recruitment,4-8 LPA,Fast-track recruiting partner claiming India-wide urgent openings.,Immediate openings for Back Office Executive. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Chennai and the expected package is 4-8 LPA.,"WhatsApp and Telegram communication only; no official company email required. Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Engineer, Verification, Engineer, Verification, Engineer, Engineer, verification, Engineer, Engineer, Engineer, verification, Engineer, Engineer, Engineer, Verification, Engineer, Verification, Engineer, Engineer, Engineer, Engineer, Verification, Engineer, Engineer, Verification, Engineers, Verification, Engineers, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Engineer, Verification, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Engineer, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, verification, Engineers, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer, Verification, Engineer",,0,0,0,Full-time,0-5 years,Any Graduate,Staffing and Recruiting,Operations,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_96,Urgent Hiring - Associate Consultant,Confidential Placement Partner,"Mumbai, Noida/Greater Noida",Corporate Planning/Consulting/Strategy,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Government and private sector hiring drive for Associate Consultant in Mumbai, Noida/Greater Noida. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around Not Disclosed by Recruiter.","Interview confirmation depends on a refundable document verification charge. Business Strategy, management consulting, investment banking, corporate strategy, mergers, acquisitions",,0,0,0,Full-time,0 - 2 yrs,Any Graduate,"IT-Software, Software Services","Strategy , Management Consulting , Corporate Planning",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_97,Urgent Hiring - Senior Data Scientist,Srijan Technologies Pvt. Ltd.,"Kolkata, Indore, New Delhi, Hyderabad, Pune, Chennai, Ahmedabad, Gurgaon/Gurugram, Jaipur, Bangalore/Bengaluru",Recruitment,4-8 LPA,Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for Senior Data Scientist in Kolkata, Indore, New Delhi, Hyderabad, Pune, Chennai, Ahmedabad, Gurgaon/Gurugram, Jaipur, Bangalore/Bengaluru. Selected applicants can start immediately after a short WhatsApp screening. Compensation is 4-8 LPA. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. python, sql",,0,0,0,Full-time,2 - 3 years,bachelor master,Data Science and Analytics,Data Scientist,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_98,Urgent Hiring - Hiring Data Science Lead,Talent21,"Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Recruitment,"₹ 20,00,000 - 30,00,000 P.A.",Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Hiring Data Science Lead across Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas). The company guarantees fast joining, flexible work from home, and salary up to ₹ 20,00,000 - 30,00,000 P.A.. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. python, r, sql",,0,0,0,Full-time,10 - 14 years,bachelor master,Data Science and Analytics,Data Scientist,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_99,Urgent Hiring - Deck Cadet/TME/GP Rating,Confidential Placement Partner,Chandigarh,Shipping,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Immediate openings for Deck Cadet/TME/GP Rating. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Chandigarh and the expected package is Not Disclosed by Recruiter.,"WhatsApp and Telegram communication only; no official company email required. Communication, Excel, and immediate joining.",,0,0,0,Full-time,2 - 6 yrs,Any Graduate,"Shipping, Marine",Shipping,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_100,Urgent Hiring - Business Development Manager,Confidential Placement Partner,Bengaluru,Corporate Sales,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for Business Development Manager in Bengaluru. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around Not Disclosed by Recruiter.,"Interview confirmation depends on a refundable document verification charge. Recruitment, Cold calling, Account management, Market research, Contract staffing",,0,0,0,Full-time,0 - 2 yrs,Any Graduate,"Strategy, Management Consulting Firms","Sales , Retail , Business Development",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_101,Urgent Hiring - HR Coordinator (interview Coordinator),Confidential Placement Partner,Bengaluru,HR/ Recruitment / IR,"INR 1,00,000 - 4,00,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for HR Coordinator (interview Coordinator) in Bengaluru. Selected applicants can start immediately after a short WhatsApp screening. Compensation is INR 1,00,000 - 4,00,000 PA.. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. interviewing, hr coordination, interview scheduling, interview rostering",,0,0,0,Full-time,1 - 4 Years,Any Graduate,IT-Software / Software Services,"HR , Recruitment , Administration , IR",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_102,Urgent Hiring - Engineer - Service,Confidential Placement Partner,"Mumbai, Vasai",Recruitment,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Engineer - Service across Mumbai, Vasai. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. Maintenance, Installation, Record Keeping, Data Collection, Presentation Skills",,0,0,0,Full-time,4 - 6 yrs,Any Graduate,"Industrial Products, Heavy Machinery",Other,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_103,Urgent Hiring - Sales Analyst @Heritage Foods Ltd.,Heritage Foods,Hyderabad,Recruitment,5-10 LPA,Fast-track recruiting partner claiming India-wide urgent openings.,Immediate openings for Sales Analyst @Heritage Foods Ltd.. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Hyderabad and the expected package is 5-10 LPA.,"WhatsApp and Telegram communication only; no official company email required. python, sql, excel",,0,0,0,Full-time,2 - 3 years,master,Data Science and Analytics,Data Analyst,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_104,Urgent Hiring - Immediate Opening For Java Developer,Confidential Placement Partner,"Mumbai, Navi Mumbai",Programming & Design,"2,00,000 - 6,00,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Government and private sector hiring drive for Immediate Opening For Java Developer in Mumbai, Navi Mumbai. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around 2,00,000 - 6,00,000 PA..","Interview confirmation depends on a refundable document verification charge. Hibernate, Core Java, Advanced Java, Spring Boot, J2Ee",,0,0,0,Full-time,1 - 4 yrs,Any Graduate,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_105,Urgent Hiring - Lead - Full Stack / MERN Stack (4-10 Years),Confidential Placement Partner,Bengaluru,Programming & Design,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for Lead - Full Stack / MERN Stack (4-10 Years) in Bengaluru. Selected applicants can start immediately after a short WhatsApp screening. Compensation is Not Disclosed by Recruiter. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. Tech Lead, Node.Js, React.Js, MongoDB, Express, Angularjs, Mean Stack, Javascript, Software Developer, Software Engineering, Web Technologies, Senior Developer, Technology Lead, Development",,0,0,0,Full-time,5 - 10 yrs,Any Graduate,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_106,Urgent Hiring - Delivery Manager - IT Applications (PMO),Confidential Placement Partner,Mumbai,Senior Management,"12,00,000 - 18,00,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Delivery Manager - IT Applications (PMO) across Mumbai. The company guarantees fast joining, flexible work from home, and salary up to 12,00,000 - 18,00,000 PA.. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. Engagement Management, IT Applications development, Applications Support, Internet Technologies, Project Management, Delivery Manager, Project Delivery",,0,0,0,Full-time,11 - 15 yrs,Any Graduate,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_107,Urgent Hiring - Tech Lead Java Developer,Confidential Placement Partner,Bengaluru,Programming & Design,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Immediate openings for Tech Lead Java Developer. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Bengaluru and the expected package is Not Disclosed by Recruiter.,"WhatsApp and Telegram communication only; no official company email required. Software Solutions, Design Analysis, Customer Support, Object Oriented Design, Core Java, software development",,0,0,0,Full-time,7 - 10 Years,Any Graduate,Semiconductors / Electronics,"IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_108,Urgent Hiring - Assistant Workshop Manager,Confidential Placement Partner,Mumbai,Production/Manufacturing/Maintenance,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for Assistant Workshop Manager in Mumbai. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around Not Disclosed by Recruiter.,Interview confirmation depends on a refundable document verification charge. Workshop Management,,0,0,0,Full-time,5 - 10 yrs,Any Graduate,"Automobile, Auto Anciliary, Auto Components","Production , Manufacturing , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_109,Urgent Hiring - MSBI SQL Server Developer (contract Position),Confidential Placement Partner,Pune,Programming & Design,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for MSBI SQL Server Developer (contract Position) in Pune. Selected applicants can start immediately after a short WhatsApp screening. Compensation is Not Disclosed by Recruiter. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. SSIS, SQL Server Development, C, MSBI, Java, JScript, Oracle SQL, C++, Python, Languages, SFDC, JSON, ETL",,0,0,0,Full-time,2 - 5 yrs,Any Graduate,"IT-Software, Software Services",IT Software - Client/Server Programming,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_110,Urgent Hiring - Associate Director - Fund Accounting,Confidential Placement Partner,Mumbai,Recruitment,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Associate Director - Fund Accounting across Mumbai. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. Mba, Fin, Bcom, NAV, Fund Accounting, Budgeting",,0,0,0,Full-time,10 - 20 yrs,Any Graduate,"Banking, Financial Services, Broking",Other,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_111,Urgent Hiring - Graphic Designer,Confidential Placement Partner,"Gurgaon, haryana",Creative,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Immediate openings for Graphic Designer. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Gurgaon, haryana and the expected package is Not Disclosed by Recruiter.","WhatsApp and Telegram communication only; no official company email required. Corel Draw, Graphics, Illustrator, Packaging, Post production, WAP, Hospitality, Autodesk, Photoshop, Graphic designing",,0,0,0,Full-time,4 - 8 yrs,Any Graduate,"Recruitment, Staffing","Design , Creative , User Experience",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_112,Urgent Hiring - Marketing B2B Manager,Confidential Placement Partner,Bengaluru,Marketing,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for Marketing B2B Manager in Bengaluru. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around Not Disclosed by Recruiter.,"Interview confirmation depends on a refundable document verification charge. B2B Marketing, Cloud computing, Senior management, Analytical, Relationship, Investigation, Customer complaints, B2B Sales, Marketing strategy, Sales achievement",,0,0,0,Full-time,3 - 6 yrs,Any Graduate,"Banking, Financial Services, Broking","Marketing , Advertising , MR , PR , Media Planning",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_113,Urgent Hiring - Customer Care Executives For UK Inbound Process,Confidential Placement Partner,Kolkata,Voice,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for Customer Care Executives For UK Inbound Process in Kolkata. Selected applicants can start immediately after a short WhatsApp screening. Compensation is Not Disclosed by Recruiter. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. data analysis, Customer Service, Help Desk, Information, Telephony support, customer relationship, access controls, caller, tech support, technical support, BPO, inbound, outbound, calling, voice, non voice, customer service, cce, uk, us, voice process",,0,0,0,Full-time,0 - 3 yrs,Any Graduate,"IT-Software, Software Services","ITES , BPO , KPO , LPO , Customer Service , Operations",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_114,Urgent Hiring - SALES MANAGER,Confidential Placement Partner,Ahmedabad,Retail Sales,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for SALES MANAGER across Ahmedabad. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. Direct sales, Plant operations",,0,0,0,Full-time,8 - 10 yrs,Any Graduate,"Recruitment, Staffing","Sales , Retail , Business Development",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_115,Urgent Hiring - MIS Analyst,Deluxe Media Inc.,Bangalore/Bengaluru,Recruitment,5-10 LPA,Fast-track recruiting partner claiming India-wide urgent openings.,Immediate openings for MIS Analyst. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Bangalore/Bengaluru and the expected package is 5-10 LPA.,"WhatsApp and Telegram communication only; no official company email required. python, sql, excel",,0,0,0,Full-time,2 - 5 years,bachelor master,Data Science and Analytics,Data Analyst,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_116,Urgent Hiring - Senior Data Analyst,Silicon Labs,Hyderabad,Recruitment,5-10 LPA,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for Senior Data Analyst in Hyderabad. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around 5-10 LPA.,"Interview confirmation depends on a refundable document verification charge. python, sql, excel, tableau",,0,0,0,Full-time,2 - 5 years,bachelor master,Data Science and Analytics,Data Analyst,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_117,Urgent Hiring - Tekla Modleller & Detailer - Steel,Confidential Placement Partner,"Pune (Indrayani Nagar, MIDC)",Engineering Design,"2,00,000 - 5,00,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for Tekla Modleller & Detailer - Steel in Pune (Indrayani Nagar, MIDC). Selected applicants can start immediately after a short WhatsApp screening. Compensation is 2,00,000 - 5,00,000 PA.. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. x - steel, tekla structures, detailing, fabrication drawing, structural design, structural detailing, steel detailing",,0,0,0,Full-time,2 - 7 yrs,Any Graduate,"Construction, Engineering, Cement, Metals","Engineering Design , R&D",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_118,Urgent Hiring - Account Assistant,Confidential Placement Partner,Mumbai,Accounts,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Account Assistant across Mumbai. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. tds, pf, service tax, vat, sales tax, gst, Account Assistant, Tally Accountant, tally, taxation, accounting software",,0,0,0,Full-time,1 - 3 yrs,Any Graduate,"IT-Software, Software Services","Accounts , Finance , Tax , Company Secretary , Audit",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_119,Urgent Hiring - Senior Software Engineering Manager,Confidential Placement Partner,Hyderabad,Programming & Design,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Immediate openings for Senior Software Engineering Manager. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Hyderabad and the expected package is Not Disclosed by Recruiter.,"WhatsApp and Telegram communication only; no official company email required. SOA, UML, Automation, microsoft, Application development, Data modeling, Coding, Analytics, Functional testing, Healthcare",,0,0,0,Full-time,15 - 19 yrs,Any Graduate,"IT-Software, Software Services",IT Software - System Programming,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_120,Urgent Hiring - Chief Manager QA QC,Confidential Placement Partner,Mumbai,Production/Manufacturing/Maintenance,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for Chief Manager QA QC in Mumbai. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around Not Disclosed by Recruiter.,"Interview confirmation depends on a refundable document verification charge. Copyright, Email, Pharma, Analytical, qaqc, Tools, GMP, MSC, phd",,0,0,0,Full-time,10 - 15 yrs,Any Graduate,"Pharma, Biotech, Clinical Research","Production , Manufacturing , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_121,Urgent Hiring - .Net Development for Gurgaon Location,Confidential Placement Partner,Gurgaon,Programming & Design,"7,50,000 - 17,00,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for .Net Development for Gurgaon Location in Gurgaon. Selected applicants can start immediately after a short WhatsApp screening. Compensation is 7,50,000 - 17,00,000 PA.. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. LINQ, Entity Framework, WCF, MVC, ASP.Net, Javascript, C#, JQuery, .Net, Web Technologies",,0,0,0,Full-time,5 - 8 yrs,Any Graduate,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_122,Urgent Hiring - Principal Quality Assurance Engineer,Confidential Placement Partner,Pune,Programming & Design,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Principal Quality Assurance Engineer across Pune. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. automation framework, Coding, Healthcare, HTTP, Selenium, Customer service, Troubleshooting, Analytics, Mobile testing, Android",,0,0,0,Full-time,5 - 10 yrs,Any Graduate,"BPO, Call Centre, ITeS","IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_123,Urgent Hiring - Position Details: SAPBasisAdministration-6to8YrsExp,Confidential Placement Partner,Hyderabad,Back Office/Web/Transaction Processing,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Immediate openings for Position Details: SAPBasisAdministration-6to8YrsExp. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Hyderabad and the expected package is Not Disclosed by Recruiter.,"WhatsApp and Telegram communication only; no official company email required. Unix, Business process, MS SQL, SAP, Problem management, Windows, Presentation skills, Troubleshooting, Monitoring, CRM",,0,0,0,Full-time,8 - 13 yrs,Any Graduate,"Retail, Wholesale","ITES , BPO , KPO , LPO , Customer Service , Operations",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_124,Urgent Hiring - The Medical Director,Confidential Placement Partner,Mumbai,Medical Professional,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for The Medical Director in Mumbai. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around Not Disclosed by Recruiter.,"Interview confirmation depends on a refundable document verification charge. Material management, Medicine, Anesthesia, Service, DNB, HR, Managing Director, Endocrinology",,0,0,0,Full-time,5 - 10 yrs,Any Graduate,"Medical, Healthcare, Hospitals","Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology",1,1,synthetic_india_scam,local_rule_based_generation,True
